Area,Year,Age,Education,Distribution
Myanmar,2015,25+,Total,1.00
Myanmar,2015,25+,Under 15,0.00
Myanmar,2015,25+,Upper Secondary,0.12
Myanmar,2015,40--64,Incomplete Primary,0.08
Myanmar,2015,40--64,Lower Secondary,0.20
Myanmar,2015,40--64,No Education,0.10
Myanmar,2015,40--64,Post Secondary,0.08
Myanmar,2015,40--64,Primary,0.44
Myanmar,2015,40--64,Total,1.00
Myanmar,2015,40--64,Under 15,0.00
Myanmar,2015,40--64,Upper Secondary,0.10
Myanmar,2015,60+,Incomplete Primary,0.14
Myanmar,2015,60+,Lower Secondary,0.14
Myanmar,2015,60+,No Education,0.22
Myanmar,2015,60+,Post Secondary,0.05
Myanmar,2015,60+,Primary,0.36
Myanmar,2015,60+,Total,1.00
Myanmar,2015,60+,Under 15,0.00
Myanmar,2015,60+,Upper Secondary,0.09
Myanmar,2015,65+,Incomplete Primary,0.16
Myanmar,2015,65+,Lower Secondary,0.12
Myanmar,2015,65+,No Education,0.26
Myanmar,2015,65+,Post Secondary,0.04
Myanmar,2015,65+,Primary,0.33
Myanmar,2015,65+,Total,1.00
Myanmar,2015,65+,Under 15,0.00
Myanmar,2015,65+,Upper Secondary,0.09
Myanmar,2015,80+,Incomplete Primary,0.21
Myanmar,2015,80+,Lower Secondary,0.09
Myanmar,2015,80+,No Education,0.37
Myanmar,2015,80+,Post Secondary,0.02
Myanmar,2015,80+,Primary,0.24
Myanmar,2015,80+,Total,1.00
Myanmar,2015,80+,Under 15,0.00
Myanmar,2015,80+,Upper Secondary,0.07
Myanmar,2015,All,Incomplete Primary,0.05
Myanmar,2015,All,Lower Secondary,0.16
Myanmar,2015,All,No Education,0.05
Myanmar,2015,All,Post Secondary,0.09
Myanmar,2015,All,Primary,0.30
Myanmar,2015,All,Total,1.00
Myanmar,2015,All,Under 15,0.23
Myanmar,2015,All,Upper Secondary,0.11
Namibia,2015,15+,Incomplete Primary,0.18
Namibia,2015,15+,Lower Secondary,0.35
Namibia,2015,15+,No Education,0.08
Namibia,2015,15+,Post Secondary,0.06
Namibia,2015,15+,Primary,0.13
Namibia,2015,15+,Total,1.00
Namibia,2015,15+,Under 15,0.00
Namibia,2015,15+,Upper Secondary,0.19
Namibia,2015,20--39,Incomplete Primary,0.12
Namibia,2015,20--39,Lower Secondary,0.38
Namibia,2015,20--39,No Education,0.04
Namibia,2015,20--39,Post Secondary,0.07
Namibia,2015,20--39,Primary,0.11
Namibia,2015,20--39,Total,1.00
Namibia,2015,20--39,Under 15,0.00
Namibia,2015,20--39,Upper Secondary,0.27
Namibia,2015,20--64,Incomplete Primary,0.16
Namibia,2015,20--64,Lower Secondary,0.33
Namibia,2015,20--64,No Education,0.08
Namibia,2015,20--64,Post Secondary,0.08
Namibia,2015,20--64,Primary,0.12
Namibia,2015,20--64,Total,1.00
Namibia,2015,20--64,Under 15,0.00
Namibia,2015,20--64,Upper Secondary,0.23
Namibia,2015,25+,Incomplete Primary,0.20
Namibia,2015,25+,Lower Secondary,0.27
Namibia,2015,25+,No Education,0.11
Namibia,2015,25+,Post Secondary,0.09
Namibia,2015,25+,Primary,0.13
Namibia,2015,25+,Total,1.00
Namibia,2015,25+,Under 15,0.00
Namibia,2015,25+,Upper Secondary,0.21
Namibia,2015,40--64,Incomplete Primary,0.25
Namibia,2015,40--64,Lower Secondary,0.22
Namibia,2015,40--64,No Education,0.14
Namibia,2015,40--64,Post Secondary,0.09
Namibia,2015,40--64,Primary,0.14
Namibia,2015,40--64,Total,1.00
Namibia,2015,40--64,Under 15,0.00
Namibia,2015,40--64,Upper Secondary,0.16
Namibia,2015,60+,Incomplete Primary,0.37
Namibia,2015,60+,Lower Secondary,0.07
Namibia,2015,60+,No Education,0.29
Namibia,2015,60+,Post Secondary,0.06
Namibia,2015,60+,Primary,0.14
Namibia,2015,60+,Total,1.00
Namibia,2015,60+,Under 15,0.00
Namibia,2015,60+,Upper Secondary,0.07
Namibia,2015,65+,Incomplete Primary,0.38
Namibia,2015,65+,Lower Secondary,0.06
Namibia,2015,65+,No Education,0.34
Namibia,2015,65+,Post Secondary,0.05
Namibia,2015,65+,Primary,0.12
Namibia,2015,65+,Total,1.00
Namibia,2015,65+,Under 15,0.00
Namibia,2015,65+,Upper Secondary,0.06
Namibia,2015,80+,Incomplete Primary,0.34
Namibia,2015,80+,Lower Secondary,0.04
Namibia,2015,80+,No Education,0.48
Namibia,2015,80+,Post Secondary,0.01
Namibia,2015,80+,Primary,0.08
Namibia,2015,80+,Total,1.00
Namibia,2015,80+,Under 15,0.00
Namibia,2015,80+,Upper Secondary,0.06
Namibia,2015,All,Incomplete Primary,0.12
Namibia,2015,All,Lower Secondary,0.23
Namibia,2015,All,No Education,0.05
Namibia,2015,All,Post Secondary,0.04
Namibia,2015,All,Primary,0.09
Namibia,2015,All,Total,1.00
Namibia,2015,All,Under 15,0.34
Namibia,2015,All,Upper Secondary,0.13
Nepal,2015,15+,Incomplete Primary,0.04
Nepal,2015,15+,Lower Secondary,0.13
Nepal,2015,15+,No Education,0.38
Nepal,2015,15+,Post Secondary,0.04
Nepal,2015,15+,Primary,0.13
Nepal,2015,15+,Total,1.00
Nepal,2015,15+,Under 15,0.00
Nepal,2015,15+,Upper Secondary,0.28
Nepal,2015,20--39,Incomplete Primary,0.04
Nepal,2015,20--39,Lower Secondary,0.12
Nepal,2015,20--39,No Education,0.26
Nepal,2015,20--39,Post Secondary,0.06
Nepal,2015,20--39,Primary,0.14
Nepal,2015,20--39,Total,1.00
Nepal,2015,20--39,Under 15,0.00
Nepal,2015,20--39,Upper Secondary,0.38
Nepal,2015,20--64,Incomplete Primary,0.05
Nepal,2015,20--64,Lower Secondary,0.09
Nepal,2015,20--64,No Education,0.39
Nepal,2015,20--64,Post Secondary,0.05
Nepal,2015,20--64,Primary,0.12
Nepal,2015,20--64,Total,1.00
Nepal,2015,20--64,Under 15,0.00
Nepal,2015,20--64,Upper Secondary,0.30
Nepal,2015,25+,Incomplete Primary,0.05
Nepal,2015,25+,Lower Secondary,0.08
Nepal,2015,25+,No Education,0.48
Nepal,2015,25+,Post Secondary,0.05
Nepal,2015,25+,Primary,0.11
Nepal,2015,25+,Total,1.00
Nepal,2015,25+,Under 15,0.00
Nepal,2015,25+,Upper Secondary,0.23
Nepal,2015,40--64,Incomplete Primary,0.05
Nepal,2015,40--64,Lower Secondary,0.06
Nepal,2015,40--64,No Education,0.61
Nepal,2015,40--64,Post Secondary,0.04
Nepal,2015,40--64,Primary,0.08
Nepal,2015,40--64,Total,1.00
Nepal,2015,40--64,Under 15,0.00
Nepal,2015,40--64,Upper Secondary,0.16
Nepal,2015,60+,Incomplete Primary,0.03
Nepal,2015,60+,Lower Secondary,0.03
Nepal,2015,60+,No Education,0.82
Nepal,2015,60+,Post Secondary,0.02
Nepal,2015,60+,Primary,0.05
Nepal,2015,60+,Total,1.00
Nepal,2015,60+,Under 15,0.00
Nepal,2015,60+,Upper Secondary,0.06
Nepal,2015,65+,Incomplete Primary,0.03
Nepal,2015,65+,Lower Secondary,0.02
Nepal,2015,65+,No Education,0.86
Nepal,2015,65+,Post Secondary,0.02
Nepal,2015,65+,Primary,0.04
Nepal,2015,65+,Total,1.00
Nepal,2015,65+,Under 15,0.00
Nepal,2015,65+,Upper Secondary,0.05
Nepal,2015,80+,Incomplete Primary,0.02
Nepal,2015,80+,Lower Secondary,0.01
Nepal,2015,80+,No Education,0.93
Nepal,2015,80+,Post Secondary,0.01
Nepal,2015,80+,Primary,0.02
Nepal,2015,80+,Total,1.00
Nepal,2015,80+,Under 15,0.00
Nepal,2015,80+,Upper Secondary,0.02
Nepal,2015,All,Incomplete Primary,0.03
Nepal,2015,All,Lower Secondary,0.08
Nepal,2015,All,No Education,0.25
Nepal,2015,All,Post Secondary,0.03
Nepal,2015,All,Primary,0.09
Nepal,2015,All,Total,1.00
Nepal,2015,All,Under 15,0.33
Nepal,2015,All,Upper Secondary,0.19
Netherlands,2015,15+,Incomplete Primary,0.00
Netherlands,2015,15+,Lower Secondary,0.22
Netherlands,2015,15+,No Education,0.03
Netherlands,2015,15+,Post Secondary,0.26
Netherlands,2015,15+,Primary,0.09
Netherlands,2015,15+,Total,1.00
Netherlands,2015,15+,Under 15,0.00
Netherlands,2015,15+,Upper Secondary,0.40
Netherlands,2015,20--39,Incomplete Primary,0.00
Netherlands,2015,20--39,Lower Secondary,0.13
Netherlands,2015,20--39,No Education,0.02
Netherlands,2015,20--39,Post Secondary,0.32
Netherlands,2015,20--39,Primary,0.03
Netherlands,2015,20--39,Total,1.00
Netherlands,2015,20--39,Under 15,0.00
Netherlands,2015,20--39,Upper Secondary,0.50
Netherlands,2015,20--64,Incomplete Primary,0.00
Netherlands,2015,20--64,Lower Secondary,0.17
Netherlands,2015,20--64,No Education,0.03
Netherlands,2015,20--64,Post Secondary,0.30
Netherlands,2015,20--64,Primary,0.05
Netherlands,2015,20--64,Total,1.00
Netherlands,2015,20--64,Under 15,0.00
Netherlands,2015,20--64,Upper Secondary,0.45
Netherlands,2015,25+,Incomplete Primary,0.00
Netherlands,2015,25+,Lower Secondary,0.20
Netherlands,2015,25+,No Education,0.03
Netherlands,2015,25+,Post Secondary,0.28
Netherlands,2015,25+,Primary,0.08
Netherlands,2015,25+,Total,1.00
Netherlands,2015,25+,Under 15,0.00
Netherlands,2015,25+,Upper Secondary,0.40
Netherlands,2015,40--64,Incomplete Primary,0.00
Netherlands,2015,40--64,Lower Secondary,0.20
Netherlands,2015,40--64,No Education,0.03
Netherlands,2015,40--64,Post Secondary,0.29
Netherlands,2015,40--64,Primary,0.07
Netherlands,2015,40--64,Total,1.00
Netherlands,2015,40--64,Under 15,0.00
Netherlands,2015,40--64,Upper Secondary,0.41
Netherlands,2015,60+,Incomplete Primary,0.00
Netherlands,2015,60+,Lower Secondary,0.28
Netherlands,2015,60+,No Education,0.04
Netherlands,2015,60+,Post Secondary,0.22
Netherlands,2015,60+,Primary,0.16
Netherlands,2015,60+,Total,1.00
Netherlands,2015,60+,Under 15,0.00
Netherlands,2015,60+,Upper Secondary,0.31
Netherlands,2015,65+,Incomplete Primary,0.00
Netherlands,2015,65+,Lower Secondary,0.29
Netherlands,2015,65+,No Education,0.04
Netherlands,2015,65+,Post Secondary,0.20
Netherlands,2015,65+,Primary,0.18
Netherlands,2015,65+,Total,1.00
Netherlands,2015,65+,Under 15,0.00
Netherlands,2015,65+,Upper Secondary,0.30
Netherlands,2015,80+,Incomplete Primary,0.00
Netherlands,2015,80+,Lower Secondary,0.33
Netherlands,2015,80+,No Education,0.04
Netherlands,2015,80+,Post Secondary,0.13
Netherlands,2015,80+,Primary,0.26
Netherlands,2015,80+,Total,1.00
Netherlands,2015,80+,Under 15,0.00
Netherlands,2015,80+,Upper Secondary,0.23
Netherlands,2015,All,Incomplete Primary,0.00
Netherlands,2015,All,Lower Secondary,0.19
Netherlands,2015,All,No Education,0.02
Netherlands,2015,All,Post Secondary,0.22
Netherlands,2015,All,Primary,0.07
Netherlands,2015,All,Total,1.00
Netherlands,2015,All,Under 15,0.17
Netherlands,2015,All,Upper Secondary,0.33
Netherlands Antilles,2015,15+,Incomplete Primary,0.06
Netherlands Antilles,2015,15+,Lower Secondary,0.36
Netherlands Antilles,2015,15+,No Education,0.00
Netherlands Antilles,2015,15+,Post Secondary,0.09
Netherlands Antilles,2015,15+,Primary,0.30
Netherlands Antilles,2015,15+,Total,1.00
Netherlands Antilles,2015,15+,Under 15,0.00
Netherlands Antilles,2015,15+,Upper Secondary,0.18
Netherlands Antilles,2015,20--39,Incomplete Primary,0.02
Netherlands Antilles,2015,20--39,Lower Secondary,0.35
Netherlands Antilles,2015,20--39,No Education,0.00
Netherlands Antilles,2015,20--39,Post Secondary,0.07
Netherlands Antilles,2015,20--39,Primary,0.32
Netherlands Antilles,2015,20--39,Total,1.00
Netherlands Antilles,2015,20--39,Under 15,0.00
Netherlands Antilles,2015,20--39,Upper Secondary,0.24
Netherlands Antilles,2015,20--64,Incomplete Primary,0.05
Netherlands Antilles,2015,20--64,Lower Secondary,0.37
Netherlands Antilles,2015,20--64,No Education,0.00
Netherlands Antilles,2015,20--64,Post Secondary,0.09
Netherlands Antilles,2015,20--64,Primary,0.28
Netherlands Antilles,2015,20--64,Total,1.00
Netherlands Antilles,2015,20--64,Under 15,0.00
Netherlands Antilles,2015,20--64,Upper Secondary,0.20
Netherlands Antilles,2015,25+,Incomplete Primary,0.07
Netherlands Antilles,2015,25+,Lower Secondary,0.36
Netherlands Antilles,2015,25+,No Education,0.00
Netherlands Antilles,2015,25+,Post Secondary,0.10
Netherlands Antilles,2015,25+,Primary,0.28
Netherlands Antilles,2015,25+,Total,1.00
Netherlands Antilles,2015,25+,Under 15,0.00
Netherlands Antilles,2015,25+,Upper Secondary,0.18
Netherlands Antilles,2015,40--64,Incomplete Primary,0.06
Netherlands Antilles,2015,40--64,Lower Secondary,0.39
Netherlands Antilles,2015,40--64,No Education,0.00
Netherlands Antilles,2015,40--64,Post Secondary,0.11
Netherlands Antilles,2015,40--64,Primary,0.25
Netherlands Antilles,2015,40--64,Total,1.00
Netherlands Antilles,2015,40--64,Under 15,0.00
Netherlands Antilles,2015,40--64,Upper Secondary,0.18
Netherlands Antilles,2015,60+,Incomplete Primary,0.15
Netherlands Antilles,2015,60+,Lower Secondary,0.30
Netherlands Antilles,2015,60+,No Education,0.01
Netherlands Antilles,2015,60+,Post Secondary,0.10
Netherlands Antilles,2015,60+,Primary,0.32
Netherlands Antilles,2015,60+,Total,1.00
Netherlands Antilles,2015,60+,Under 15,0.00
Netherlands Antilles,2015,60+,Upper Secondary,0.12
Netherlands Antilles,2015,65+,Incomplete Primary,0.17
Netherlands Antilles,2015,65+,Lower Secondary,0.27
Netherlands Antilles,2015,65+,No Education,0.01
Netherlands Antilles,2015,65+,Post Secondary,0.09
Netherlands Antilles,2015,65+,Primary,0.35
Netherlands Antilles,2015,65+,Total,1.00
Netherlands Antilles,2015,65+,Under 15,0.00
Netherlands Antilles,2015,65+,Upper Secondary,0.10
Netherlands Antilles,2015,80+,Incomplete Primary,0.22
Netherlands Antilles,2015,80+,Lower Secondary,0.21
Netherlands Antilles,2015,80+,No Education,0.02
Netherlands Antilles,2015,80+,Post Secondary,0.08
Netherlands Antilles,2015,80+,Primary,0.39
Netherlands Antilles,2015,80+,Total,1.00
Netherlands Antilles,2015,80+,Under 15,0.00
Netherlands Antilles,2015,80+,Upper Secondary,0.08
Netherlands Antilles,2015,All,Incomplete Primary,0.05
Netherlands Antilles,2015,All,Lower Secondary,0.29
Netherlands Antilles,2015,All,No Education,0.00
Netherlands Antilles,2015,All,Post Secondary,0.07
Netherlands Antilles,2015,All,Primary,0.24
Netherlands Antilles,2015,All,Total,1.00
Netherlands Antilles,2015,All,Under 15,0.19
Netherlands Antilles,2015,All,Upper Secondary,0.15
New Caledonia,2015,15+,Incomplete Primary,0.03
New Caledonia,2015,15+,Lower Secondary,0.19
New Caledonia,2015,15+,No Education,0.04
New Caledonia,2015,15+,Post Secondary,0.26
New Caledonia,2015,15+,Primary,0.09
New Caledonia,2015,15+,Total,1.00
New Caledonia,2015,15+,Under 15,0.00
New Caledonia,2015,15+,Upper Secondary,0.39
New Caledonia,2015,20--39,Incomplete Primary,0.00
New Caledonia,2015,20--39,Lower Secondary,0.16
New Caledonia,2015,20--39,No Education,0.01
New Caledonia,2015,20--39,Post Secondary,0.34
New Caledonia,2015,20--39,Primary,0.02
New Caledonia,2015,20--39,Total,1.00
New Caledonia,2015,20--39,Under 15,0.00
New Caledonia,2015,20--39,Upper Secondary,0.47
New Caledonia,2015,20--64,Incomplete Primary,0.02
New Caledonia,2015,20--64,Lower Secondary,0.18
New Caledonia,2015,20--64,No Education,0.03
New Caledonia,2015,20--64,Post Secondary,0.30
New Caledonia,2015,20--64,Primary,0.08
New Caledonia,2015,20--64,Total,1.00
New Caledonia,2015,20--64,Under 15,0.00
New Caledonia,2015,20--64,Upper Secondary,0.39
New Caledonia,2015,25+,Incomplete Primary,0.04
New Caledonia,2015,25+,Lower Secondary,0.18
New Caledonia,2015,25+,No Education,0.05
New Caledonia,2015,25+,Post Secondary,0.27
New Caledonia,2015,25+,Primary,0.12
New Caledonia,2015,25+,Total,1.00
New Caledonia,2015,25+,Under 15,0.00
New Caledonia,2015,25+,Upper Secondary,0.33
New Caledonia,2015,40--64,Incomplete Primary,0.04
New Caledonia,2015,40--64,Lower Secondary,0.21
New Caledonia,2015,40--64,No Education,0.04
New Caledonia,2015,40--64,Post Secondary,0.25
New Caledonia,2015,40--64,Primary,0.15
New Caledonia,2015,40--64,Total,1.00
New Caledonia,2015,40--64,Under 15,0.00
New Caledonia,2015,40--64,Upper Secondary,0.30
New Caledonia,2015,60+,Incomplete Primary,0.13
New Caledonia,2015,60+,Lower Secondary,0.15
New Caledonia,2015,60+,No Education,0.14
New Caledonia,2015,60+,Post Secondary,0.17
New Caledonia,2015,60+,Primary,0.26
New Caledonia,2015,60+,Total,1.00
New Caledonia,2015,60+,Under 15,0.00
New Caledonia,2015,60+,Upper Secondary,0.16
New Caledonia,2015,65+,Incomplete Primary,0.15
New Caledonia,2015,65+,Lower Secondary,0.14
New Caledonia,2015,65+,No Education,0.17
New Caledonia,2015,65+,Post Secondary,0.14
New Caledonia,2015,65+,Primary,0.26
New Caledonia,2015,65+,Total,1.00
New Caledonia,2015,65+,Under 15,0.00
New Caledonia,2015,65+,Upper Secondary,0.14
New Caledonia,2015,80+,Incomplete Primary,0.19
New Caledonia,2015,80+,Lower Secondary,0.13
New Caledonia,2015,80+,No Education,0.24
New Caledonia,2015,80+,Post Secondary,0.09
New Caledonia,2015,80+,Primary,0.24
New Caledonia,2015,80+,Total,1.00
New Caledonia,2015,80+,Under 15,0.00
New Caledonia,2015,80+,Upper Secondary,0.11
New Caledonia,2015,All,Incomplete Primary,0.03
New Caledonia,2015,All,Lower Secondary,0.14
New Caledonia,2015,All,No Education,0.03
New Caledonia,2015,All,Post Secondary,0.20
New Caledonia,2015,All,Primary,0.07
New Caledonia,2015,All,Total,1.00
New Caledonia,2015,All,Under 15,0.24
New Caledonia,2015,All,Upper Secondary,0.30
New Zealand,2015,15+,Incomplete Primary,0.01
New Zealand,2015,15+,Lower Secondary,0.13
New Zealand,2015,15+,No Education,0.00
New Zealand,2015,15+,Post Secondary,0.33
New Zealand,2015,15+,Primary,0.06
New Zealand,2015,15+,Total,1.00
New Zealand,2015,15+,Under 15,0.00
New Zealand,2015,15+,Upper Secondary,0.47
New Zealand,2015,20--39,Incomplete Primary,0.00
New Zealand,2015,20--39,Lower Secondary,0.08
New Zealand,2015,20--39,No Education,0.00
New Zealand,2015,20--39,Post Secondary,0.39
New Zealand,2015,20--39,Primary,0.02
New Zealand,2015,20--39,Total,1.00
New Zealand,2015,20--39,Under 15,0.00
New Zealand,2015,20--39,Upper Secondary,0.51
New Zealand,2015,20--64,Incomplete Primary,0.00
New Zealand,2015,20--64,Lower Secondary,0.11
New Zealand,2015,20--64,No Education,0.00
New Zealand,2015,20--64,Post Secondary,0.37
New Zealand,2015,20--64,Primary,0.04
New Zealand,2015,20--64,Total,1.00
New Zealand,2015,20--64,Under 15,0.00
New Zealand,2015,20--64,Upper Secondary,0.47
New Zealand,2015,25+,Incomplete Primary,0.01
New Zealand,2015,25+,Lower Secondary,0.13
New Zealand,2015,25+,No Education,0.01
New Zealand,2015,25+,Post Secondary,0.36
New Zealand,2015,25+,Primary,0.07
New Zealand,2015,25+,Total,1.00
New Zealand,2015,25+,Under 15,0.00
New Zealand,2015,25+,Upper Secondary,0.43
New Zealand,2015,40--64,Incomplete Primary,0.01
New Zealand,2015,40--64,Lower Secondary,0.14
New Zealand,2015,40--64,No Education,0.01
New Zealand,2015,40--64,Post Secondary,0.36
New Zealand,2015,40--64,Primary,0.06
New Zealand,2015,40--64,Total,1.00
New Zealand,2015,40--64,Under 15,0.00
New Zealand,2015,40--64,Upper Secondary,0.44
New Zealand,2015,60+,Incomplete Primary,0.01
New Zealand,2015,60+,Lower Secondary,0.17
New Zealand,2015,60+,No Education,0.01
New Zealand,2015,60+,Post Secondary,0.30
New Zealand,2015,60+,Primary,0.15
New Zealand,2015,60+,Total,1.00
New Zealand,2015,60+,Under 15,0.00
New Zealand,2015,60+,Upper Secondary,0.36
New Zealand,2015,65+,Incomplete Primary,0.01
New Zealand,2015,65+,Lower Secondary,0.18
New Zealand,2015,65+,No Education,0.01
New Zealand,2015,65+,Post Secondary,0.29
New Zealand,2015,65+,Primary,0.17
New Zealand,2015,65+,Total,1.00
New Zealand,2015,65+,Under 15,0.00
New Zealand,2015,65+,Upper Secondary,0.34
New Zealand,2015,80+,Incomplete Primary,0.02
New Zealand,2015,80+,Lower Secondary,0.18
New Zealand,2015,80+,No Education,0.01
New Zealand,2015,80+,Post Secondary,0.26
New Zealand,2015,80+,Primary,0.20
New Zealand,2015,80+,Total,1.00
New Zealand,2015,80+,Under 15,0.00
New Zealand,2015,80+,Upper Secondary,0.34
New Zealand,2015,All,Incomplete Primary,0.00
New Zealand,2015,All,Lower Secondary,0.10
New Zealand,2015,All,No Education,0.00
New Zealand,2015,All,Post Secondary,0.26
New Zealand,2015,All,Primary,0.05
New Zealand,2015,All,Total,1.00
New Zealand,2015,All,Under 15,0.20
New Zealand,2015,All,Upper Secondary,0.38
Nicaragua,2015,15+,Incomplete Primary,0.21
Nicaragua,2015,15+,Lower Secondary,0.12
Nicaragua,2015,15+,No Education,0.17
Nicaragua,2015,15+,Post Secondary,0.09
Nicaragua,2015,15+,Primary,0.24
Nicaragua,2015,15+,Total,1.00
Nicaragua,2015,15+,Under 15,0.00
Nicaragua,2015,15+,Upper Secondary,0.16
Nicaragua,2015,20--39,Incomplete Primary,0.19
Nicaragua,2015,20--39,Lower Secondary,0.11
Nicaragua,2015,20--39,No Education,0.12
Nicaragua,2015,20--39,Post Secondary,0.12
Nicaragua,2015,20--39,Primary,0.25
Nicaragua,2015,20--39,Total,1.00
Nicaragua,2015,20--39,Under 15,0.00
Nicaragua,2015,20--39,Upper Secondary,0.21
Nicaragua,2015,20--64,Incomplete Primary,0.22
Nicaragua,2015,20--64,Lower Secondary,0.10
Nicaragua,2015,20--64,No Education,0.16
Nicaragua,2015,20--64,Post Secondary,0.11
Nicaragua,2015,20--64,Primary,0.23
Nicaragua,2015,20--64,Total,1.00
Nicaragua,2015,20--64,Under 15,0.00
Nicaragua,2015,20--64,Upper Secondary,0.17
Nicaragua,2015,25+,Incomplete Primary,0.23
Nicaragua,2015,25+,Lower Secondary,0.09
Nicaragua,2015,25+,No Education,0.20
Nicaragua,2015,25+,Post Secondary,0.11
Nicaragua,2015,25+,Primary,0.22
Nicaragua,2015,25+,Total,1.00
Nicaragua,2015,25+,Under 15,0.00
Nicaragua,2015,25+,Upper Secondary,0.14
Nicaragua,2015,40--64,Incomplete Primary,0.26
Nicaragua,2015,40--64,Lower Secondary,0.08
Nicaragua,2015,40--64,No Education,0.23
Nicaragua,2015,40--64,Post Secondary,0.10
Nicaragua,2015,40--64,Primary,0.21
Nicaragua,2015,40--64,Total,1.00
Nicaragua,2015,40--64,Under 15,0.00
Nicaragua,2015,40--64,Upper Secondary,0.12
Nicaragua,2015,60+,Incomplete Primary,0.28
Nicaragua,2015,60+,Lower Secondary,0.04
Nicaragua,2015,60+,No Education,0.41
Nicaragua,2015,60+,Post Secondary,0.06
Nicaragua,2015,60+,Primary,0.16
Nicaragua,2015,60+,Total,1.00
Nicaragua,2015,60+,Under 15,0.00
Nicaragua,2015,60+,Upper Secondary,0.05
Nicaragua,2015,65+,Incomplete Primary,0.29
Nicaragua,2015,65+,Lower Secondary,0.03
Nicaragua,2015,65+,No Education,0.45
Nicaragua,2015,65+,Post Secondary,0.04
Nicaragua,2015,65+,Primary,0.14
Nicaragua,2015,65+,Total,1.00
Nicaragua,2015,65+,Under 15,0.00
Nicaragua,2015,65+,Upper Secondary,0.04
Nicaragua,2015,80+,Incomplete Primary,0.27
Nicaragua,2015,80+,Lower Secondary,0.02
Nicaragua,2015,80+,No Education,0.54
Nicaragua,2015,80+,Post Secondary,0.02
Nicaragua,2015,80+,Primary,0.12
Nicaragua,2015,80+,Total,1.00
Nicaragua,2015,80+,Under 15,0.00
Nicaragua,2015,80+,Upper Secondary,0.03
Nicaragua,2015,All,Incomplete Primary,0.14
Nicaragua,2015,All,Lower Secondary,0.08
Nicaragua,2015,All,No Education,0.11
Nicaragua,2015,All,Post Secondary,0.06
Nicaragua,2015,All,Primary,0.17
Nicaragua,2015,All,Total,1.00
Nicaragua,2015,All,Under 15,0.32
Nicaragua,2015,All,Upper Secondary,0.11
Niger,2015,15+,Incomplete Primary,0.12
Niger,2015,15+,Lower Secondary,0.04
Niger,2015,15+,No Education,0.72
Niger,2015,15+,Post Secondary,0.01
Niger,2015,15+,Primary,0.11
Niger,2015,15+,Total,1.00
Niger,2015,15+,Under 15,0.00
Niger,2015,15+,Upper Secondary,0.01
Niger,2015,20--39,Incomplete Primary,0.14
Niger,2015,20--39,Lower Secondary,0.04
Niger,2015,20--39,No Education,0.68
Niger,2015,20--39,Post Secondary,0.01
Niger,2015,20--39,Primary,0.11
Niger,2015,20--39,Total,1.00
Niger,2015,20--39,Under 15,0.00
Niger,2015,20--39,Upper Secondary,0.01
Niger,2015,20--64,Incomplete Primary,0.12
Niger,2015,20--64,Lower Secondary,0.04
Niger,2015,20--64,No Education,0.74
Niger,2015,20--64,Post Secondary,0.01
Niger,2015,20--64,Primary,0.09
Niger,2015,20--64,Total,1.00
Niger,2015,20--64,Under 15,0.00
Niger,2015,20--64,Upper Secondary,0.01
Niger,2015,25+,Incomplete Primary,0.11
Niger,2015,25+,Lower Secondary,0.03
Niger,2015,25+,No Education,0.78
Niger,2015,25+,Post Secondary,0.01
Niger,2015,25+,Primary,0.07
Niger,2015,25+,Total,1.00
Niger,2015,25+,Under 15,0.00
Niger,2015,25+,Upper Secondary,0.01
Niger,2015,40--64,Incomplete Primary,0.08
Niger,2015,40--64,Lower Secondary,0.02
Niger,2015,40--64,No Education,0.84
Niger,2015,40--64,Post Secondary,0.01
Niger,2015,40--64,Primary,0.04
Niger,2015,40--64,Total,1.00
Niger,2015,40--64,Under 15,0.00
Niger,2015,40--64,Upper Secondary,0.01
Niger,2015,60+,Incomplete Primary,0.03
Niger,2015,60+,Lower Secondary,0.00
Niger,2015,60+,No Education,0.94
Niger,2015,60+,Post Secondary,0.01
Niger,2015,60+,Primary,0.02
Niger,2015,60+,Total,1.00
Niger,2015,60+,Under 15,0.00
Niger,2015,60+,Upper Secondary,0.00
Niger,2015,65+,Incomplete Primary,0.02
Niger,2015,65+,Lower Secondary,0.00
Niger,2015,65+,No Education,0.96
Niger,2015,65+,Post Secondary,0.00
Niger,2015,65+,Primary,0.01
Niger,2015,65+,Total,1.00
Niger,2015,65+,Under 15,0.00
Niger,2015,65+,Upper Secondary,0.00
Niger,2015,80+,Incomplete Primary,0.00
Niger,2015,80+,Lower Secondary,0.00
Niger,2015,80+,No Education,0.99
Niger,2015,80+,Post Secondary,0.00
Niger,2015,80+,Primary,0.00
Niger,2015,80+,Total,1.00
Niger,2015,80+,Under 15,0.00
Niger,2015,80+,Upper Secondary,0.00
Niger,2015,All,Incomplete Primary,0.06
Niger,2015,All,Lower Secondary,0.02
Niger,2015,All,No Education,0.37
Niger,2015,All,Post Secondary,0.00
Niger,2015,All,Primary,0.06
Niger,2015,All,Total,1.00
Niger,2015,All,Under 15,0.48
Niger,2015,All,Upper Secondary,0.00
Nigeria,2015,15+,Incomplete Primary,0.05
Nigeria,2015,15+,Lower Secondary,0.13
Nigeria,2015,15+,No Education,0.28
Nigeria,2015,15+,Post Secondary,0.10
