Area,Year,Age,Education,Distribution
Nicaragua,2015,45--49,No Education,0.19
Nicaragua,2015,45--49,Post Secondary,0.10
Nicaragua,2015,45--49,Primary,0.23
Nicaragua,2015,45--49,Total,1.00
Nicaragua,2015,45--49,Under 15,0.00
Nicaragua,2015,45--49,Upper Secondary,0.13
Nicaragua,2015,50--54,Incomplete Primary,0.25
Nicaragua,2015,50--54,Lower Secondary,0.09
Nicaragua,2015,50--54,No Education,0.23
Nicaragua,2015,50--54,Post Secondary,0.11
Nicaragua,2015,50--54,Primary,0.20
Nicaragua,2015,50--54,Total,1.00
Nicaragua,2015,50--54,Under 15,0.00
Nicaragua,2015,50--54,Upper Secondary,0.12
Nicaragua,2015,55--59,Incomplete Primary,0.26
Nicaragua,2015,55--59,Lower Secondary,0.07
Nicaragua,2015,55--59,No Education,0.28
Nicaragua,2015,55--59,Post Secondary,0.10
Nicaragua,2015,55--59,Primary,0.19
Nicaragua,2015,55--59,Total,1.00
Nicaragua,2015,55--59,Under 15,0.00
Nicaragua,2015,55--59,Upper Secondary,0.09
Nicaragua,2015,60--64,Incomplete Primary,0.27
Nicaragua,2015,60--64,Lower Secondary,0.06
Nicaragua,2015,60--64,No Education,0.33
Nicaragua,2015,60--64,Post Secondary,0.09
Nicaragua,2015,60--64,Primary,0.18
Nicaragua,2015,60--64,Total,1.00
Nicaragua,2015,60--64,Under 15,0.00
Nicaragua,2015,60--64,Upper Secondary,0.07
Nicaragua,2015,65--69,Incomplete Primary,0.29
Nicaragua,2015,65--69,Lower Secondary,0.04
Nicaragua,2015,65--69,No Education,0.39
Nicaragua,2015,65--69,Post Secondary,0.07
Nicaragua,2015,65--69,Primary,0.16
Nicaragua,2015,65--69,Total,1.00
Nicaragua,2015,65--69,Under 15,0.00
Nicaragua,2015,65--69,Upper Secondary,0.06
Nicaragua,2015,70--74,Incomplete Primary,0.29
Nicaragua,2015,70--74,Lower Secondary,0.03
Nicaragua,2015,70--74,No Education,0.44
Nicaragua,2015,70--74,Post Secondary,0.05
Nicaragua,2015,70--74,Primary,0.15
Nicaragua,2015,70--74,Total,1.00
Nicaragua,2015,70--74,Under 15,0.00
Nicaragua,2015,70--74,Upper Secondary,0.04
Nicaragua,2015,75--79,Incomplete Primary,0.29
Nicaragua,2015,75--79,Lower Secondary,0.02
Nicaragua,2015,75--79,No Education,0.48
Nicaragua,2015,75--79,Post Secondary,0.03
Nicaragua,2015,75--79,Primary,0.14
Nicaragua,2015,75--79,Total,1.00
Nicaragua,2015,75--79,Under 15,0.00
Nicaragua,2015,75--79,Upper Secondary,0.04
Nicaragua,2015,80--84,Incomplete Primary,0.27
Nicaragua,2015,80--84,Lower Secondary,0.02
Nicaragua,2015,80--84,No Education,0.52
Nicaragua,2015,80--84,Post Secondary,0.03
Nicaragua,2015,80--84,Primary,0.13
Nicaragua,2015,80--84,Total,1.00
Nicaragua,2015,80--84,Under 15,0.00
Nicaragua,2015,80--84,Upper Secondary,0.03
Nicaragua,2015,85--89,Incomplete Primary,0.27
Nicaragua,2015,85--89,Lower Secondary,0.02
Nicaragua,2015,85--89,No Education,0.54
Nicaragua,2015,85--89,Post Secondary,0.02
Nicaragua,2015,85--89,Primary,0.12
Nicaragua,2015,85--89,Total,1.00
Nicaragua,2015,85--89,Under 15,0.00
Nicaragua,2015,85--89,Upper Secondary,0.03
Nicaragua,2015,90--94,Incomplete Primary,0.26
Nicaragua,2015,90--94,Lower Secondary,0.01
Nicaragua,2015,90--94,No Education,0.59
Nicaragua,2015,90--94,Post Secondary,0.01
Nicaragua,2015,90--94,Primary,0.10
Nicaragua,2015,90--94,Total,1.00
Nicaragua,2015,90--94,Under 15,0.00
Nicaragua,2015,90--94,Upper Secondary,0.02
Nicaragua,2015,95--99,Incomplete Primary,0.24
Nicaragua,2015,95--99,Lower Secondary,0.01
Nicaragua,2015,95--99,No Education,0.64
Nicaragua,2015,95--99,Post Secondary,0.01
Nicaragua,2015,95--99,Primary,0.09
Nicaragua,2015,95--99,Total,1.00
Nicaragua,2015,95--99,Under 15,0.00
Nicaragua,2015,95--99,Upper Secondary,0.02
Niger,2015,100+,Incomplete Primary,0.00
Niger,2015,100+,Lower Secondary,0.00
Niger,2015,100+,No Education,1.00
Niger,2015,100+,Post Secondary,0.00
Niger,2015,100+,Primary,0.00
Niger,2015,100+,Total,1.00
Niger,2015,100+,Under 15,0.00
Niger,2015,100+,Upper Secondary,0.00
Niger,2015,15--19,Incomplete Primary,0.14
Niger,2015,15--19,Lower Secondary,0.05
Niger,2015,15--19,No Education,0.60
Niger,2015,15--19,Post Secondary,0.00
Niger,2015,15--19,Primary,0.21
Niger,2015,15--19,Total,1.00
Niger,2015,15--19,Under 15,0.00
Niger,2015,15--19,Upper Secondary,0.00
Niger,2015,20--24,Incomplete Primary,0.15
Niger,2015,20--24,Lower Secondary,0.06
Niger,2015,20--24,No Education,0.64
Niger,2015,20--24,Post Secondary,0.00
Niger,2015,20--24,Primary,0.15
Niger,2015,20--24,Total,1.00
Niger,2015,20--24,Under 15,0.00
Niger,2015,20--24,Upper Secondary,0.01
Niger,2015,25--29,Incomplete Primary,0.15
Niger,2015,25--29,Lower Secondary,0.03
Niger,2015,25--29,No Education,0.67
Niger,2015,25--29,Post Secondary,0.01
Niger,2015,25--29,Primary,0.12
Niger,2015,25--29,Total,1.00
Niger,2015,25--29,Under 15,0.00
Niger,2015,25--29,Upper Secondary,0.01
Niger,2015,30--34,Incomplete Primary,0.13
Niger,2015,30--34,Lower Secondary,0.05
Niger,2015,30--34,No Education,0.71
Niger,2015,30--34,Post Secondary,0.01
Niger,2015,30--34,Primary,0.09
Niger,2015,30--34,Total,1.00
Niger,2015,30--34,Under 15,0.00
Niger,2015,30--34,Upper Secondary,0.02
Niger,2015,35--39,Incomplete Primary,0.13
Niger,2015,35--39,Lower Secondary,0.04
Niger,2015,35--39,No Education,0.73
Niger,2015,35--39,Post Secondary,0.01
Niger,2015,35--39,Primary,0.07
Niger,2015,35--39,Total,1.00
Niger,2015,35--39,Under 15,0.00
Niger,2015,35--39,Upper Secondary,0.01
Niger,2015,40--44,Incomplete Primary,0.11
Niger,2015,40--44,Lower Secondary,0.02
Niger,2015,40--44,No Education,0.78
Niger,2015,40--44,Post Secondary,0.01
Niger,2015,40--44,Primary,0.06
Niger,2015,40--44,Total,1.00
Niger,2015,40--44,Under 15,0.00
Niger,2015,40--44,Upper Secondary,0.01
Niger,2015,45--49,Incomplete Primary,0.09
Niger,2015,45--49,Lower Secondary,0.02
Niger,2015,45--49,No Education,0.83
Niger,2015,45--49,Post Secondary,0.01
Niger,2015,45--49,Primary,0.05
Niger,2015,45--49,Total,1.00
Niger,2015,45--49,Under 15,0.00
Niger,2015,45--49,Upper Secondary,0.01
Niger,2015,50--54,Incomplete Primary,0.06
Niger,2015,50--54,Lower Secondary,0.02
Niger,2015,50--54,No Education,0.86
Niger,2015,50--54,Post Secondary,0.01
Niger,2015,50--54,Primary,0.03
Niger,2015,50--54,Total,1.00
Niger,2015,50--54,Under 15,0.00
Niger,2015,50--54,Upper Secondary,0.01
Niger,2015,55--59,Incomplete Primary,0.06
Niger,2015,55--59,Lower Secondary,0.01
Niger,2015,55--59,No Education,0.88
Niger,2015,55--59,Post Secondary,0.02
Niger,2015,55--59,Primary,0.02
Niger,2015,55--59,Total,1.00
Niger,2015,55--59,Under 15,0.00
Niger,2015,55--59,Upper Secondary,0.01
Niger,2015,60--64,Incomplete Primary,0.04
Niger,2015,60--64,Lower Secondary,0.01
Niger,2015,60--64,No Education,0.91
Niger,2015,60--64,Post Secondary,0.01
Niger,2015,60--64,Primary,0.03
Niger,2015,60--64,Total,1.00
Niger,2015,60--64,Under 15,0.00
Niger,2015,60--64,Upper Secondary,0.00
Niger,2015,65--69,Incomplete Primary,0.04
Niger,2015,65--69,Lower Secondary,0.00
Niger,2015,65--69,No Education,0.95
Niger,2015,65--69,Post Secondary,0.00
Niger,2015,65--69,Primary,0.01
Niger,2015,65--69,Total,1.00
Niger,2015,65--69,Under 15,0.00
Niger,2015,65--69,Upper Secondary,0.00
Niger,2015,70--74,Incomplete Primary,0.01
Niger,2015,70--74,Lower Secondary,0.00
Niger,2015,70--74,No Education,0.98
Niger,2015,70--74,Post Secondary,0.00
Niger,2015,70--74,Primary,0.01
Niger,2015,70--74,Total,1.00
Niger,2015,70--74,Under 15,0.00
Niger,2015,70--74,Upper Secondary,0.00
Niger,2015,75--79,Incomplete Primary,0.01
Niger,2015,75--79,Lower Secondary,0.00
Niger,2015,75--79,No Education,0.99
Niger,2015,75--79,Post Secondary,0.00
Niger,2015,75--79,Primary,0.00
Niger,2015,75--79,Total,1.00
Niger,2015,75--79,Under 15,0.00
Niger,2015,75--79,Upper Secondary,0.00
Niger,2015,80--84,Incomplete Primary,0.00
Niger,2015,80--84,Lower Secondary,0.00
Niger,2015,80--84,No Education,0.99
Niger,2015,80--84,Post Secondary,0.00
Niger,2015,80--84,Primary,0.00
Niger,2015,80--84,Total,1.00
Niger,2015,80--84,Under 15,0.00
Niger,2015,80--84,Upper Secondary,0.00
Niger,2015,85--89,Incomplete Primary,0.00
Niger,2015,85--89,Lower Secondary,0.00
Niger,2015,85--89,No Education,1.00
Niger,2015,85--89,Post Secondary,0.00
Niger,2015,85--89,Primary,0.00
Niger,2015,85--89,Total,1.00
Niger,2015,85--89,Under 15,0.00
Niger,2015,85--89,Upper Secondary,0.00
Niger,2015,90--94,Incomplete Primary,0.00
Niger,2015,90--94,Lower Secondary,0.00
Niger,2015,90--94,No Education,1.00
Niger,2015,90--94,Post Secondary,0.00
Niger,2015,90--94,Primary,0.00
Niger,2015,90--94,Total,1.00
Niger,2015,90--94,Under 15,0.00
Niger,2015,90--94,Upper Secondary,0.00
Niger,2015,95--99,Incomplete Primary,0.00
Niger,2015,95--99,Lower Secondary,0.00
Niger,2015,95--99,No Education,1.00
Niger,2015,95--99,Post Secondary,0.00
Niger,2015,95--99,Primary,0.00
Niger,2015,95--99,Total,1.00
Niger,2015,95--99,Under 15,0.00
Niger,2015,95--99,Upper Secondary,0.00
Nigeria,2015,100+,Incomplete Primary,0.03
Nigeria,2015,100+,Lower Secondary,0.00
Nigeria,2015,100+,No Education,0.92
Nigeria,2015,100+,Post Secondary,0.00
Nigeria,2015,100+,Primary,0.04
Nigeria,2015,100+,Total,1.00
Nigeria,2015,100+,Under 15,0.00
Nigeria,2015,100+,Upper Secondary,0.01
Nigeria,2015,15--19,Incomplete Primary,0.05
Nigeria,2015,15--19,Lower Secondary,0.35
Nigeria,2015,15--19,No Education,0.13
Nigeria,2015,15--19,Post Secondary,0.00
Nigeria,2015,15--19,Primary,0.34
Nigeria,2015,15--19,Total,1.00
Nigeria,2015,15--19,Under 15,0.00
Nigeria,2015,15--19,Upper Secondary,0.13
Nigeria,2015,20--24,Incomplete Primary,0.03
Nigeria,2015,20--24,Lower Secondary,0.15
Nigeria,2015,20--24,No Education,0.17
Nigeria,2015,20--24,Post Secondary,0.08
Nigeria,2015,20--24,Primary,0.16
Nigeria,2015,20--24,Total,1.00
Nigeria,2015,20--24,Under 15,0.00
Nigeria,2015,20--24,Upper Secondary,0.41
Nigeria,2015,25--29,Incomplete Primary,0.04
Nigeria,2015,25--29,Lower Secondary,0.09
Nigeria,2015,25--29,No Education,0.21
Nigeria,2015,25--29,Post Secondary,0.16
Nigeria,2015,25--29,Primary,0.17
Nigeria,2015,25--29,Total,1.00
Nigeria,2015,25--29,Under 15,0.00
Nigeria,2015,25--29,Upper Secondary,0.34
Nigeria,2015,30--34,Incomplete Primary,0.04
Nigeria,2015,30--34,Lower Secondary,0.13
Nigeria,2015,30--34,No Education,0.24
Nigeria,2015,30--34,Post Secondary,0.18
Nigeria,2015,30--34,Primary,0.13
Nigeria,2015,30--34,Total,1.00
Nigeria,2015,30--34,Under 15,0.00
Nigeria,2015,30--34,Upper Secondary,0.29
Nigeria,2015,35--39,Incomplete Primary,0.04
Nigeria,2015,35--39,Lower Secondary,0.07
Nigeria,2015,35--39,No Education,0.29
Nigeria,2015,35--39,Post Secondary,0.15
Nigeria,2015,35--39,Primary,0.19
Nigeria,2015,35--39,Total,1.00
Nigeria,2015,35--39,Under 15,0.00
Nigeria,2015,35--39,Upper Secondary,0.25
Nigeria,2015,40--44,Incomplete Primary,0.05
Nigeria,2015,40--44,Lower Secondary,0.07
Nigeria,2015,40--44,No Education,0.29
Nigeria,2015,40--44,Post Secondary,0.14
Nigeria,2015,40--44,Primary,0.23
Nigeria,2015,40--44,Total,1.00
Nigeria,2015,40--44,Under 15,0.00
Nigeria,2015,40--44,Upper Secondary,0.22
Nigeria,2015,45--49,Incomplete Primary,0.05
Nigeria,2015,45--49,Lower Secondary,0.06
Nigeria,2015,45--49,No Education,0.36
Nigeria,2015,45--49,Post Secondary,0.13
Nigeria,2015,45--49,Primary,0.21
Nigeria,2015,45--49,Total,1.00
Nigeria,2015,45--49,Under 15,0.00
Nigeria,2015,45--49,Upper Secondary,0.19
Nigeria,2015,50--54,Incomplete Primary,0.06
Nigeria,2015,50--54,Lower Secondary,0.05
Nigeria,2015,50--54,No Education,0.42
Nigeria,2015,50--54,Post Secondary,0.13
Nigeria,2015,50--54,Primary,0.20
Nigeria,2015,50--54,Total,1.00
Nigeria,2015,50--54,Under 15,0.00
Nigeria,2015,50--54,Upper Secondary,0.14
Nigeria,2015,55--59,Incomplete Primary,0.07
Nigeria,2015,55--59,Lower Secondary,0.02
Nigeria,2015,55--59,No Education,0.52
Nigeria,2015,55--59,Post Secondary,0.09
Nigeria,2015,55--59,Primary,0.21
Nigeria,2015,55--59,Total,1.00
Nigeria,2015,55--59,Under 15,0.00
Nigeria,2015,55--59,Upper Secondary,0.09
Nigeria,2015,60--64,Incomplete Primary,0.09
Nigeria,2015,60--64,Lower Secondary,0.02
Nigeria,2015,60--64,No Education,0.56
Nigeria,2015,60--64,Post Secondary,0.07
Nigeria,2015,60--64,Primary,0.20
Nigeria,2015,60--64,Total,1.00
Nigeria,2015,60--64,Under 15,0.00
Nigeria,2015,60--64,Upper Secondary,0.06
Nigeria,2015,65--69,Incomplete Primary,0.08
Nigeria,2015,65--69,Lower Secondary,0.02
Nigeria,2015,65--69,No Education,0.63
Nigeria,2015,65--69,Post Secondary,0.05
Nigeria,2015,65--69,Primary,0.16
Nigeria,2015,65--69,Total,1.00
Nigeria,2015,65--69,Under 15,0.00
Nigeria,2015,65--69,Upper Secondary,0.06
Nigeria,2015,70--74,Incomplete Primary,0.08
Nigeria,2015,70--74,Lower Secondary,0.02
Nigeria,2015,70--74,No Education,0.65
Nigeria,2015,70--74,Post Secondary,0.04
Nigeria,2015,70--74,Primary,0.16
Nigeria,2015,70--74,Total,1.00
Nigeria,2015,70--74,Under 15,0.00
Nigeria,2015,70--74,Upper Secondary,0.04
Nigeria,2015,75--79,Incomplete Primary,0.07
Nigeria,2015,75--79,Lower Secondary,0.01
Nigeria,2015,75--79,No Education,0.75
Nigeria,2015,75--79,Post Secondary,0.03
Nigeria,2015,75--79,Primary,0.11
Nigeria,2015,75--79,Total,1.00
Nigeria,2015,75--79,Under 15,0.00
Nigeria,2015,75--79,Upper Secondary,0.03
Nigeria,2015,80--84,Incomplete Primary,0.06
Nigeria,2015,80--84,Lower Secondary,0.01
Nigeria,2015,80--84,No Education,0.80
Nigeria,2015,80--84,Post Secondary,0.02
Nigeria,2015,80--84,Primary,0.09
Nigeria,2015,80--84,Total,1.00
Nigeria,2015,80--84,Under 15,0.00
Nigeria,2015,80--84,Upper Secondary,0.02
Nigeria,2015,85--89,Incomplete Primary,0.05
Nigeria,2015,85--89,Lower Secondary,0.00
Nigeria,2015,85--89,No Education,0.86
Nigeria,2015,85--89,Post Secondary,0.01
Nigeria,2015,85--89,Primary,0.06
Nigeria,2015,85--89,Total,1.00
Nigeria,2015,85--89,Under 15,0.00
Nigeria,2015,85--89,Upper Secondary,0.02
Nigeria,2015,90--94,Incomplete Primary,0.05
Nigeria,2015,90--94,Lower Secondary,0.01
Nigeria,2015,90--94,No Education,0.84
Nigeria,2015,90--94,Post Secondary,0.01
Nigeria,2015,90--94,Primary,0.08
Nigeria,2015,90--94,Total,1.00
Nigeria,2015,90--94,Under 15,0.00
Nigeria,2015,90--94,Upper Secondary,0.02
Nigeria,2015,95--99,Incomplete Primary,0.04
Nigeria,2015,95--99,Lower Secondary,0.00
Nigeria,2015,95--99,No Education,0.88
Nigeria,2015,95--99,Post Secondary,0.01
Nigeria,2015,95--99,Primary,0.06
Nigeria,2015,95--99,Total,1.00
Nigeria,2015,95--99,Under 15,0.00
Nigeria,2015,95--99,Upper Secondary,0.01
Norway,2015,100+,Incomplete Primary,0.00
Norway,2015,100+,Lower Secondary,0.52
Norway,2015,100+,No Education,0.00
Norway,2015,100+,Post Secondary,0.09
Norway,2015,100+,Primary,0.01
Norway,2015,100+,Total,1.00
Norway,2015,100+,Under 15,0.00
Norway,2015,100+,Upper Secondary,0.39
Norway,2015,15--19,Incomplete Primary,0.00
Norway,2015,15--19,Lower Secondary,0.70
Norway,2015,15--19,No Education,0.00
Norway,2015,15--19,Post Secondary,0.00
Norway,2015,15--19,Primary,0.17
Norway,2015,15--19,Total,1.00
Norway,2015,15--19,Under 15,0.00
Norway,2015,15--19,Upper Secondary,0.13
Norway,2015,20--24,Incomplete Primary,0.00
Norway,2015,20--24,Lower Secondary,0.28
Norway,2015,20--24,No Education,0.00
Norway,2015,20--24,Post Secondary,0.18
Norway,2015,20--24,Primary,0.00
Norway,2015,20--24,Total,1.00
Norway,2015,20--24,Under 15,0.00
Norway,2015,20--24,Upper Secondary,0.54
Norway,2015,25--29,Incomplete Primary,0.00
Norway,2015,25--29,Lower Secondary,0.20
Norway,2015,25--29,No Education,0.00
Norway,2015,25--29,Post Secondary,0.44
Norway,2015,25--29,Primary,0.00
Norway,2015,25--29,Total,1.00
Norway,2015,25--29,Under 15,0.00
Norway,2015,25--29,Upper Secondary,0.35
Norway,2015,30--34,Incomplete Primary,0.00
Norway,2015,30--34,Lower Secondary,0.17
Norway,2015,30--34,No Education,0.00
Norway,2015,30--34,Post Secondary,0.48
Norway,2015,30--34,Primary,0.00
Norway,2015,30--34,Total,1.00
Norway,2015,30--34,Under 15,0.00
Norway,2015,30--34,Upper Secondary,0.35
Norway,2015,35--39,Incomplete Primary,0.00
Norway,2015,35--39,Lower Secondary,0.18
Norway,2015,35--39,No Education,0.00
Norway,2015,35--39,Post Secondary,0.45
Norway,2015,35--39,Primary,0.00
Norway,2015,35--39,Total,1.00
Norway,2015,35--39,Under 15,0.00
Norway,2015,35--39,Upper Secondary,0.37
Norway,2015,40--44,Incomplete Primary,0.00
Norway,2015,40--44,Lower Secondary,0.15
Norway,2015,40--44,No Education,0.00
Norway,2015,40--44,Post Secondary,0.42
Norway,2015,40--44,Primary,0.00
Norway,2015,40--44,Total,1.00
Norway,2015,40--44,Under 15,0.00
Norway,2015,40--44,Upper Secondary,0.42
Norway,2015,45--49,Incomplete Primary,0.00
Norway,2015,45--49,Lower Secondary,0.19
Norway,2015,45--49,No Education,0.00
Norway,2015,45--49,Post Secondary,0.37
Norway,2015,45--49,Primary,0.00
Norway,2015,45--49,Total,1.00
Norway,2015,45--49,Under 15,0.00
Norway,2015,45--49,Upper Secondary,0.43
Norway,2015,50--54,Incomplete Primary,0.00
Norway,2015,50--54,Lower Secondary,0.24
Norway,2015,50--54,No Education,0.00
Norway,2015,50--54,Post Secondary,0.33
Norway,2015,50--54,Primary,0.00
Norway,2015,50--54,Total,1.00
Norway,2015,50--54,Under 15,0.00
Norway,2015,50--54,Upper Secondary,0.43
Norway,2015,55--59,Incomplete Primary,0.00
Norway,2015,55--59,Lower Secondary,0.24
Norway,2015,55--59,No Education,0.00
Norway,2015,55--59,Post Secondary,0.31
Norway,2015,55--59,Primary,0.00
Norway,2015,55--59,Total,1.00
Norway,2015,55--59,Under 15,0.00
Norway,2015,55--59,Upper Secondary,0.45
Norway,2015,60--64,Incomplete Primary,0.00
Norway,2015,60--64,Lower Secondary,0.20
Norway,2015,60--64,No Education,0.00
Norway,2015,60--64,Post Secondary,0.30
Norway,2015,60--64,Primary,0.00
Norway,2015,60--64,Total,1.00
Norway,2015,60--64,Under 15,0.00
Norway,2015,60--64,Upper Secondary,0.51
Norway,2015,65--69,Incomplete Primary,0.00
Norway,2015,65--69,Lower Secondary,0.22
Norway,2015,65--69,No Education,0.00
Norway,2015,65--69,Post Secondary,0.26
Norway,2015,65--69,Primary,0.00
Norway,2015,65--69,Total,1.00
Norway,2015,65--69,Under 15,0.00
Norway,2015,65--69,Upper Secondary,0.52
Norway,2015,70--74,Incomplete Primary,0.00
Norway,2015,70--74,Lower Secondary,0.26
Norway,2015,70--74,No Education,0.00
Norway,2015,70--74,Post Secondary,0.23
Norway,2015,70--74,Primary,0.00
Norway,2015,70--74,Total,1.00
Norway,2015,70--74,Under 15,0.00
Norway,2015,70--74,Upper Secondary,0.50
Norway,2015,75--79,Incomplete Primary,0.00
Norway,2015,75--79,Lower Secondary,0.35
Norway,2015,75--79,No Education,0.00
Norway,2015,75--79,Post Secondary,0.18
Norway,2015,75--79,Primary,0.00
Norway,2015,75--79,Total,1.00
Norway,2015,75--79,Under 15,0.00
Norway,2015,75--79,Upper Secondary,0.47
Norway,2015,80--84,Incomplete Primary,0.00
Norway,2015,80--84,Lower Secondary,0.41
Norway,2015,80--84,No Education,0.00
Norway,2015,80--84,Post Secondary,0.14
Norway,2015,80--84,Primary,0.00
Norway,2015,80--84,Total,1.00
Norway,2015,80--84,Under 15,0.00
Norway,2015,80--84,Upper Secondary,0.44
Norway,2015,85--89,Incomplete Primary,0.00
Norway,2015,85--89,Lower Secondary,0.45
Norway,2015,85--89,No Education,0.00
Norway,2015,85--89,Post Secondary,0.12
Norway,2015,85--89,Primary,0.00
Norway,2015,85--89,Total,1.00
Norway,2015,85--89,Under 15,0.00
Norway,2015,85--89,Upper Secondary,0.43
Norway,2015,90--94,Incomplete Primary,0.00
Norway,2015,90--94,Lower Secondary,0.48
Norway,2015,90--94,No Education,0.00
Norway,2015,90--94,Post Secondary,0.10
Norway,2015,90--94,Primary,0.01
Norway,2015,90--94,Total,1.00
Norway,2015,90--94,Under 15,0.00
Norway,2015,90--94,Upper Secondary,0.41
Norway,2015,95--99,Incomplete Primary,0.00
Norway,2015,95--99,Lower Secondary,0.46
Norway,2015,95--99,No Education,0.00
Norway,2015,95--99,Post Secondary,0.11
Norway,2015,95--99,Primary,0.00
Norway,2015,95--99,Total,1.00
Norway,2015,95--99,Under 15,0.00
Norway,2015,95--99,Upper Secondary,0.42
Occupied Palestinian Territory,2015,100+,Incomplete Primary,0.07
Occupied Palestinian Territory,2015,100+,Lower Secondary,0.00
Occupied Palestinian Territory,2015,100+,No Education,0.92
Occupied Palestinian Territory,2015,100+,Post Secondary,0.00
Occupied Palestinian Territory,2015,100+,Primary,0.01
Occupied Palestinian Territory,2015,100+,Total,1.00
Occupied Palestinian Territory,2015,100+,Under 15,0.00
Occupied Palestinian Territory,2015,100+,Upper Secondary,0.00
Occupied Palestinian Territory,2015,15--19,Incomplete Primary,0.03
Occupied Palestinian Territory,2015,15--19,Lower Secondary,0.64
Occupied Palestinian Territory,2015,15--19,No Education,0.01
Occupied Palestinian Territory,2015,15--19,Post Secondary,0.00
Occupied Palestinian Territory,2015,15--19,Primary,0.15
Occupied Palestinian Territory,2015,15--19,Total,1.00
Occupied Palestinian Territory,2015,15--19,Under 15,0.00
Occupied Palestinian Territory,2015,15--19,Upper Secondary,0.17
Occupied Palestinian Territory,2015,20--24,Incomplete Primary,0.04
Occupied Palestinian Territory,2015,20--24,Lower Secondary,0.27
Occupied Palestinian Territory,2015,20--24,No Education,0.01
Occupied Palestinian Territory,2015,20--24,Post Secondary,0.10
Occupied Palestinian Territory,2015,20--24,Primary,0.14
Occupied Palestinian Territory,2015,20--24,Total,1.00
Occupied Palestinian Territory,2015,20--24,Under 15,0.00
Occupied Palestinian Territory,2015,20--24,Upper Secondary,0.44
Occupied Palestinian Territory,2015,25--29,Incomplete Primary,0.04
Occupied Palestinian Territory,2015,25--29,Lower Secondary,0.24
Occupied Palestinian Territory,2015,25--29,No Education,0.01
Occupied Palestinian Territory,2015,25--29,Post Secondary,0.23
Occupied Palestinian Territory,2015,25--29,Primary,0.18
Occupied Palestinian Territory,2015,25--29,Total,1.00
Occupied Palestinian Territory,2015,25--29,Under 15,0.00
Occupied Palestinian Territory,2015,25--29,Upper Secondary,0.30
Occupied Palestinian Territory,2015,30--34,Incomplete Primary,0.03
Occupied Palestinian Territory,2015,30--34,Lower Secondary,0.26
Occupied Palestinian Territory,2015,30--34,No Education,0.02
Occupied Palestinian Territory,2015,30--34,Post Secondary,0.29
Occupied Palestinian Territory,2015,30--34,Primary,0.15
Occupied Palestinian Territory,2015,30--34,Total,1.00
Occupied Palestinian Territory,2015,30--34,Under 15,0.00
Occupied Palestinian Territory,2015,30--34,Upper Secondary,0.25
Occupied Palestinian Territory,2015,35--39,Incomplete Primary,0.06
Occupied Palestinian Territory,2015,35--39,Lower Secondary,0.28
Occupied Palestinian Territory,2015,35--39,No Education,0.03
Occupied Palestinian Territory,2015,35--39,Post Secondary,0.25
Occupied Palestinian Territory,2015,35--39,Primary,0.17
Occupied Palestinian Territory,2015,35--39,Total,1.00
Occupied Palestinian Territory,2015,35--39,Under 15,0.00
Occupied Palestinian Territory,2015,35--39,Upper Secondary,0.21
Occupied Palestinian Territory,2015,40--44,Incomplete Primary,0.10
Occupied Palestinian Territory,2015,40--44,Lower Secondary,0.25
Occupied Palestinian Territory,2015,40--44,No Education,0.06
Occupied Palestinian Territory,2015,40--44,Post Secondary,0.20
Occupied Palestinian Territory,2015,40--44,Primary,0.22
Occupied Palestinian Territory,2015,40--44,Total,1.00
Occupied Palestinian Territory,2015,40--44,Under 15,0.00
Occupied Palestinian Territory,2015,40--44,Upper Secondary,0.18
Occupied Palestinian Territory,2015,45--49,Incomplete Primary,0.12
Occupied Palestinian Territory,2015,45--49,Lower Secondary,0.20
Occupied Palestinian Territory,2015,45--49,No Education,0.08
Occupied Palestinian Territory,2015,45--49,Post Secondary,0.20
Occupied Palestinian Territory,2015,45--49,Primary,0.25
Occupied Palestinian Territory,2015,45--49,Total,1.00
Occupied Palestinian Territory,2015,45--49,Under 15,0.00
Occupied Palestinian Territory,2015,45--49,Upper Secondary,0.14
Occupied Palestinian Territory,2015,50--54,Incomplete Primary,0.12
Occupied Palestinian Territory,2015,50--54,Lower Secondary,0.21
Occupied Palestinian Territory,2015,50--54,No Education,0.12
Occupied Palestinian Territory,2015,50--54,Post Secondary,0.17
Occupied Palestinian Territory,2015,50--54,Primary,0.25
Occupied Palestinian Territory,2015,50--54,Total,1.00
Occupied Palestinian Territory,2015,50--54,Under 15,0.00
Occupied Palestinian Territory,2015,50--54,Upper Secondary,0.13
Occupied Palestinian Territory,2015,55--59,Incomplete Primary,0.13
Occupied Palestinian Territory,2015,55--59,Lower Secondary,0.17
Occupied Palestinian Territory,2015,55--59,No Education,0.18
Occupied Palestinian Territory,2015,55--59,Post Secondary,0.17
Occupied Palestinian Territory,2015,55--59,Primary,0.19
Occupied Palestinian Territory,2015,55--59,Total,1.00
Occupied Palestinian Territory,2015,55--59,Under 15,0.00
Occupied Palestinian Territory,2015,55--59,Upper Secondary,0.16
Occupied Palestinian Territory,2015,60--64,Incomplete Primary,0.16
Occupied Palestinian Territory,2015,60--64,Lower Secondary,0.11
Occupied Palestinian Territory,2015,60--64,No Education,0.31
Occupied Palestinian Territory,2015,60--64,Post Secondary,0.12
Occupied Palestinian Territory,2015,60--64,Primary,0.19
Occupied Palestinian Territory,2015,60--64,Total,1.00
